,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1621,9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239,10,162,172
1622,23,2011-01-01,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28
1623,16047,2012-11-06,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387
1624,12460,2012-06-08,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700
1625,3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81
1626,6080,2011-09-15,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,11,134,145
1627,4853,2011-07-26,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7
1628,6986,2011-10-23,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405
1629,11768,2012-05-10,2,1,5,12,0,4,1,1,0.52,0.5,0.48,0.4179,65,207,272
1630,14562,2012-09-03,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121
1631,2629,2011-04-24,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,118,171,289
1632,9431,2012-02-02,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213
1633,1813,2011-03-21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32
1634,17165,2012-12-22,1,1,12,23,0,6,0,1,0.22,0.2273,0.51,0.194,3,37,40
1635,13958,2012-08-09,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811
1636,11865,2012-05-14,2,1,5,13,0,1,1,2,0.62,0.5909,0.73,0.2239,33,143,176
1637,9976,2012-02-25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195
1638,10038,2012-02-28,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101
1639,9690,2012-02-13,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194,5,206,211
1640,8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,241
1641,10798,2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92
1642,16252,2012-11-14,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213
1643,16755,2012-12-05,4,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198
1644,8993,2012-01-15,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184,224
1645,4026,2011-06-21,3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,42,128,170
1646,7735,2011-11-23,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66
1647,5697,2011-08-30,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465
1648,11527,2012-04-30,2,1,4,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163
1649,1879,2011-03-24,2,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3
1650,15127,2012-09-27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294
1651,7936,2011-12-02,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205
1652,7467,2011-11-12,4,0,11,17,0,6,0,1,0.5,0.4848,0.34,0.2537,92,193,285
1653,16065,2012-11-07,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92
1654,9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0,0,4,4
1655,11145,2012-04-14,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678
1656,2315,2011-04-11,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314
1657,8260,2011-12-15,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287
1658,17312,2012-12-29,1,1,12,4,0,6,0,2,0.24,0.2424,0.75,0.0896,0,3,3
1659,14303,2012-08-24,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0.0,2,6,8
1660,12791,2012-06-22,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0.0,1,6,7
1661,1464,2011-03-06,1,0,3,7,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5
1662,2453,2011-04-17,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29
1663,2126,2011-04-03,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215
1664,4947,2011-07-30,3,0,7,0,0,6,0,1,0.76,0.697,0.55,0.194,60,73,133
1665,10953,2012-04-06,2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337
1666,4194,2011-06-28,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39,127,166
1667,8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189
1668,9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,9,302,311
1669,11793,2012-05-11,2,1,5,13,0,5,1,1,0.6,0.6061,0.26,0.3881,100,263,363
1670,269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49
1671,836,2011-02-07,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0.0,1,29,30
1672,3115,2011-05-14,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,107,188,295
1673,15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10
1674,8361,2011-12-20,4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21
1675,16338,2012-11-18,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359
1676,11127,2012-04-13,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427
1677,14988,2012-09-21,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567
1678,8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286
1679,12739,2012-06-19,2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125
1680,11846,2012-05-13,2,1,5,18,0,0,0,2,0.68,0.6364,0.44,0.3582,129,260,389
1681,8883,2012-01-10,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41
1682,11407,2012-04-25,2,1,4,11,0,3,1,1,0.52,0.5,0.32,0.1343,42,177,219
1683,15585,2012-10-16,4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328
1684,7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,1,5,6
1685,10149,2012-03-03,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134
1686,12306,2012-06-01,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,1,22,23
1687,16213,2012-11-13,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50
1688,5856,2011-09-06,3,0,9,11,0,2,1,3,0.54,0.5152,0.83,0.3881,11,78,89
1689,9429,2012-02-02,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410
1690,13687,2012-07-29,3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,183,326,509
1691,422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
1692,411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
1693,17369,2012-12-31,1,1,12,13,0,1,1,2,0.26,0.2576,0.44,0.1642,38,165,203
1694,11372,2012-04-24,2,1,4,0,0,2,1,2,0.32,0.3333,0.76,0.1343,0,13,13
1695,6735,2011-10-13,4,0,10,4,0,4,1,2,0.54,0.5152,1.0,0.1045,2,5,7
1696,16794,2012-12-07,4,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240
1697,9403,2012-02-01,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283
1698,14127,2012-08-16,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677
1699,14314,2012-08-24,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338
1700,5286,2011-08-13,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27
1701,13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93
1702,16901,2012-12-11,4,1,12,23,0,2,1,1,0.3,0.2879,0.52,0.2239,4,60,64
1703,1355,2011-03-01,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242
1704,6740,2011-10-13,4,0,10,9,0,4,1,3,0.56,0.5303,1.0,0.1045,3,106,109
1705,6072,2011-09-15,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189
1706,5654,2011-08-29,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34
1707,1265,2011-02-25,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62
1708,12670,2012-06-17,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74
1709,13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215
1710,6911,2011-10-20,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164
1711,10486,2012-03-18,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107
1712,8700,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170
1713,3283,2011-05-21,2,0,5,16,0,6,0,2,0.72,0.6515,0.39,0.2537,204,267,471
1714,3339,2011-05-24,2,0,5,0,0,2,1,2,0.6,0.5152,0.94,0.194,12,23,35
1715,10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288
1716,13708,2012-07-30,3,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,31,720,751
1717,7418,2011-11-10,4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73
1718,13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830
1719,87,2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182
1720,16157,2012-11-10,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193
1721,10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10
1722,6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6
1723,9482,2012-02-04,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70
1724,4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303
1725,6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173
1726,7568,2011-11-16,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46
1727,1447,2011-03-05,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190
1728,13107,2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343
1729,15575,2012-10-16,4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2
1730,15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10
1731,14794,2012-09-13,3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,60,214,274
1732,1964,2011-03-27,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172
1733,14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374
1734,14064,2012-08-14,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5
1735,12162,2012-05-26,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,86,118,204
1736,14931,2012-09-19,3,1,9,7,0,3,1,1,0.52,0.5,0.63,0.2239,16,529,545
1737,308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
1738,4378,2011-07-06,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312
1739,12498,2012-06-09,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214
1740,6001,2011-09-12,3,0,9,14,0,1,1,1,0.74,0.6667,0.51,0.1642,60,129,189
1741,2545,2011-04-20,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117
1742,13949,2012-08-09,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353
1743,10227,2012-03-07,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3
1744,9152,2012-01-22,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2,3
1745,7620,2011-11-19,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46
1746,2364,2011-04-13,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65
1747,13488,2012-07-21,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16
1748,15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28
1749,204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
1750,3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96
1751,16504,2012-11-25,4,1,11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,96
1752,11900,2012-05-16,2,1,5,0,0,3,1,2,0.58,0.5455,0.88,0.0,12,27,39
1753,15741,2012-10-23,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17
1754,15578,2012-10-16,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172
1755,1386,2011-03-03,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13
1756,12623,2012-06-15,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5
1757,1037,2011-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0.0,5,61,66
1758,5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159
1759,2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60
1760,17338,2012-12-30,1,1,12,6,0,0,0,2,0.24,0.197,0.52,0.4179,1,7,8
1761,12506,2012-06-10,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30
1762,763,2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7
1763,16988,2012-12-15,4,1,12,14,0,6,0,1,0.4,0.4091,0.5,0.1642,92,334,426
1764,16475,2012-11-24,4,1,11,4,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,3
1765,10934,2012-04-05,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,145,677,822
1766,11844,2012-05-13,2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.2537,225,339,564
1767,4165,2011-06-27,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150
1768,10181,2012-03-05,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91
1769,4934,2011-07-29,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161
1770,3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459
1771,2375,2011-04-13,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126
1772,7197,2011-11-01,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1045,16,101,117
1773,606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
1774,2876,2011-05-04,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410
1775,612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149
1776,310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
1777,1552,2011-03-10,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3
1778,8937,2012-01-13,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21,21
1779,2904,2011-05-05,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,39,141,180
1780,10003,2012-02-26,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143
1781,6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417
1782,1540,2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98
1783,2450,2011-04-16,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35
1784,5821,2011-09-04,3,0,9,23,0,0,0,2,0.72,0.6818,0.7,0.1642,46,58,104
1785,7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292
1786,9009,2012-01-16,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5,6
1787,15297,2012-10-04,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294
1788,14947,2012-09-19,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123
1789,5088,2011-08-04,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211
1790,17297,2012-12-28,1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343,76,146,222
1791,15361,2012-10-07,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10
1792,1354,2011-03-01,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102
1793,4945,2011-07-29,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,47,127,174
1794,12905,2012-06-26,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,0.194,61,267,328
1795,16483,2012-11-24,4,1,11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,199
1796,15474,2012-10-11,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177
1797,15543,2012-10-14,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336
1798,1674,2011-03-15,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,23,259,282
1799,5770,2011-09-02,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0.0,38,158,196
1800,12991,2012-06-30,3,1,6,11,0,6,0,1,0.88,0.7727,0.3,0.2537,102,350,452
1801,13986,2012-08-10,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218
1802,14295,2012-08-23,3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633
1803,15104,2012-09-26,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
1804,16619,2012-11-30,4,1,11,5,0,5,1,1,0.2,0.2576,0.8,0.0,1,39,40
1805,13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244
1806,4600,2011-07-15,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247
1807,10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390
1808,5627,2011-08-27,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,14,62,76
1809,1317,2011-02-28,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8
1810,4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390
1811,13492,2012-07-21,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112
1812,14961,2012-09-20,3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,68,268,336
1813,14842,2012-09-15,3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,325,390,715
1814,3827,2011-06-13,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476
1815,4886,2011-07-27,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0.0,42,94,136
1816,15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57
1817,6065,2011-09-15,3,0,9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,5,119,124
1818,2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,16,38,54
1819,4610,2011-07-15,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167
1820,10319,2012-03-11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69
1821,16006,2012-11-04,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509
1822,2851,2011-05-03,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,46,225,271
1823,16114,2012-11-09,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9
1824,3508,2011-05-31,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17
1825,965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41
1826,714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4
1827,13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5
1828,14913,2012-09-18,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,17,97,114
1829,5549,2011-08-24,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6
1830,8641,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92
1831,12875,2012-06-25,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233
1832,5125,2011-08-06,3,0,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290
1833,8385,2011-12-21,1,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25
1834,2822,2011-05-02,2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,34,96,130
1835,16740,2012-12-05,4,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124
1836,8431,2011-12-22,1,0,12,22,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17
1837,3307,2011-05-22,2,0,5,16,0,0,0,1,0.68,0.6364,0.61,0.1343,72,201,273
1838,2923,2011-05-06,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344
1839,14374,2012-08-27,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8
1840,7178,2011-10-31,4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272
1841,1404,2011-03-03,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167
1842,7695,2011-11-22,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18
1843,15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289
1844,16118,2012-11-09,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341
1845,571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
1846,6957,2011-10-22,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282
1847,2975,2011-05-08,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174
1848,10321,2012-03-11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
1849,14123,2012-08-16,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260
1850,17186,2012-12-23,1,1,12,20,0,0,0,1,0.26,0.303,0.65,0.0,0,52,52
1851,13478,2012-07-20,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
1852,4421,2011-07-08,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22
1853,5348,2011-08-15,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530
1854,1851,2011-03-22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135
1855,6195,2011-09-20,3,0,9,16,0,2,1,2,0.6,0.5606,0.83,0.1642,23,241,264
1856,4771,2011-07-22,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182
1857,5034,2011-08-02,3,0,8,15,0,2,1,1,0.9,0.7727,0.25,0.2836,48,120,168
1858,4714,2011-07-20,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303
1859,864,2011-02-08,1,0,2,10,0,2,1,1,0.22,0.1818,0.47,0.5522,4,44,48
1860,12721,2012-06-19,2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37
1861,10653,2012-03-24,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105
1862,6679,2011-10-10,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0.0,37,188,225
1863,7297,2011-11-05,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.194,141,202,343
1864,10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208
1865,8787,2012-01-06,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135
1866,9823,2012-02-19,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
1867,9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171
1868,9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836,2,78,80
1869,1905,2011-03-25,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2
1870,2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4
1871,12322,2012-06-02,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,259,388,647
1872,17271,2012-12-27,1,1,12,11,0,4,1,2,0.28,0.2424,0.56,0.4478,23,80,103
1873,15457,2012-10-11,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42
1874,6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337
1875,1292,2011-02-26,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34
1876,1235,2011-02-24,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
1877,8359,2011-12-19,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107
1878,6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23
1879,14255,2012-08-22,3,1,8,3,0,3,1,1,0.62,0.5909,0.78,0.0,0,7,7
1880,15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686
1881,1959,2011-03-27,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86
1882,15745,2012-10-23,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50
1883,6941,2011-10-21,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253
1884,2868,2011-05-04,2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,5,35,40
